source,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_impact,koi_model_snr,koi_steff,koi_slogg,ra,dec,koi_disposition,probability
TRAPSIT,0.0,0,1,0,0.652,14.5,5334.0,4.56,294.34518,39.683929,2,0.0
TRAPSIT,0.908,0,0,0,0.058,11.7,4786.0,4.54,282.34305,48.340778,2,0.0
TRAPSIT,0.2967892095357591,1,0,1,0.061,21.2,6459.0,4.425,289.82767,38.442619,2,0.0
TRAPSIT,0.0,0,1,1,0.449,33.3,3553.0,4.887,288.71979,40.986141,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,292.3407,37.279861,2,0.0
TRAPSIT,0.0,0,1,1,1.265,146.7,5907.0,4.49,295.56525,49.073139,2,0.0
TRAPSIT,0.0,0,1,1,0.989,58.9,5390.0,4.535,289.92453,49.882469,2,0.0
TRAPSIT,0.256,0,0,1,0.436,18.8,6072.0,4.47,293.61337,44.975422,2,0.0
TRAPSIT,0.986,0,0,0,0.235,13.6,5231.0,4.476,290.08478,51.208599,2,0.0
TRAPSIT,0.001,0,0,1,0.134,18.9,5862.0,4.424,297.94925,47.816399,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2589,12.4,6456.0,3.659,289.46765,52.19809,2,0.0
TRAPSIT,0.022,0,0,1,0.86,53.8,5970.0,4.521,291.38965,45.527168,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,290.41016,44.063541,2,0.0
TRAPSIT,0.0,0,1,1,0.459,18.3,5257.0,4.675,297.10153,41.876862,2,0.0
TRAPSIT,0.0,0,0,1,0.067,17.0,6024.0,4.561,293.57123,43.28648,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,287.62094,49.584629,2,0.0
TRAPSIT,1.0,0,0,0,0.752,11.9,4791.0,4.577,292.03348,37.974548,2,0.0
TRAPSIT,0.971,0,0,0,0.025,34.4,5970.0,4.317,284.4335,49.305161,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,298.81332,41.627468,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,291.63528,47.932018,2,0.0
TRAPSIT,1.0,0,0,0,0.327,18.0,3805.0,4.767,288.87436,51.154121,2,0.0
TRAPSIT,0.941,0,0,0,0.522,17.2,5559.0,4.496,294.95102,43.012428,2,0.0
TRAPSIT,0.0,0,1,1,0.515,21.7,6143.0,4.009,288.49313,42.692478,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0815,6.1,3773.0,4.925,297.96048,46.227921,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0275,6.6,6131.0,3.776,288.27991,48.950523,2,0.0
TRAPSIT,0.0,1,0,0,1.165,73.2,6287.0,3.558,281.89307,44.827461,2,0.0
TRAPSIT,0.989,0,0,0,1.19,22.6,5823.0,4.472,298.37384,40.61842,2,0.0
TRAPSIT,0.999,0,0,0,0.066,26.7,3698.0,4.81,288.25058,46.679611,2,0.0
TRAPSIT,0.976,0,0,0,0.619,10.3,4791.0,4.577,292.03348,37.974548,2,0.0
TRAPSIT,1.0,0,0,0,0.963,26.2,6078.0,4.29,285.88837,47.880379,2,0.0
TRAPSIT,1.0,0,0,0,0.092,17.6,5244.0,4.449,291.05722,44.632381,2,0.0
TRAPSIT,0.0,0,1,1,0.089,9.6,5910.0,4.505,289.94556,43.665932,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5721,6.6,6429.0,4.372,293.74628,40.41774,2,0.0
TRAPSIT,0.999,0,0,0,0.257,9.8,5726.0,4.564,294.27399,40.462078,2,0.0
TRAPSIT,1.0,0,0,1,0.218,10.2,4995.0,3.954,295.78586,40.479771,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2437,6.2,6091.0,4.487,298.51175,40.459469,2,0.0
TRAPSIT,0.0,0,0,1,1.012,35.3,4877.0,2.839,299.5773,40.498508,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3134,6.5,4206.0,4.703,292.29816,40.52459,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,294.22009,40.592232,2,0.0
TRAPSIT,0.953,0,0,0,0.102,64.0,6313.0,4.364,295.21255,40.516911,2,0.0
TRAPSIT,0.0,1,0,1,0.489,19.2,6011.0,4.522,291.85382,41.764042,2,0.0
TRAPSIT,0.0,0,0,1,1.145,25.1,5558.0,4.621,291.91058,41.75098,2,0.0
TRAPSIT,0.325,0,0,0,0.01,9.0,5413.0,4.107,292.633,41.749222,2,0.0
TRAPSIT,0.0,0,0,0,0.004,9.0,6318.0,4.247,292.99493,41.712749,2,0.0
TRAPSIT,0.193,0,0,0,0.113,12.0,5150.0,4.634,293.36475,41.788891,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.565,15.7,5048.0,2.978,293.56754,41.763981,2,0.0
TRAPSIT,0.996,0,0,0,0.641,76.0,5330.0,4.627,294.33594,41.747532,2,0.0
TRAPSIT,0.765,0,0,0,0.017,9.4,5784.0,4.33,298.11356,41.712749,2,0.0
TRAPSIT,0.2967892095357591,0,0,1,0.8708,12.0,5893.0,4.462,286.23264,38.202888,2,0.0
TRAPSIT,0.0,1,1,1,0.916,11.8,6289.0,4.454,292.55002,39.023811,2,0.0
TRAPSIT,0.2967892095357591,0,0,1,0.774,15.4,3554.0,4.888,288.89194,40.563141,2,0.0
TRAPSIT,0.0,0,0,1,1.235,10.8,6434.0,4.394,294.23987,40.012131,2,0.0
TRAPSIT,0.854,0,0,0,0.709,11.3,6068.0,4.384,296.87976,40.45536,2,0.0
TRAPSIT,0.998,0,0,0,0.961,13.2,4928.0,3.966,287.66339,43.471451,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.4026,8.5,6362.0,4.408,295.18872,39.01865,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,295.51279,39.08849,2,0.0
TRAPSIT,0.0,0,1,1,0.437,136.4,5999.0,4.461,296.10361,39.056221,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2999,8.0,4985.0,3.534,296.35797,39.078579,2,0.0
TRAPSIT,0.0,0,1,0,1.227,854.1,6401.0,4.175,291.8476,39.143566,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.29913,39.188389,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1458,6.6,5978.0,4.408,294.40005,39.171589,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1899,11.6,3860.0,0.949,295.16342,39.180187,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.7314,178.7,6423.0,4.121,298.7175,40.541969,2,0.0
TRAPSIT,0.558,0,0,1,0.279,4.1,4475.0,2.113,298.89673,40.578529,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0529,4.6,6768.0,3.844,299.38071,40.535671,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,299.84723,40.507771,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,282.9101,40.646519,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,283.03632,40.644989,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2733,14.7,3697.0,4.829,284.19696,40.641251,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0763,10.6,5079.0,3.439,287.8595,40.687962,2,0.0
TRAPSIT,0.0,1,0,0,0.4,234.3,10921.0,3.811,298.18536,41.733952,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.9585,11.0,5094.0,3.126,284.98364,41.881351,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.9694,8.6,5059.0,2.871,286.52179,41.822239,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1986,9.8,5919.0,4.488,291.76413,41.86013,2,0.0
TRAPSIT,0.957,0,0,0,1.202,34.7,5731.0,4.44,291.89035,41.816818,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2964,6.2,4694.0,4.68,293.28232,41.854622,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0886,12.0,4994.0,2.92,297.05902,41.84322,2,0.0
TRAPSIT,1.0,0,0,0,0.08,16.3,4998.0,2.524,287.33041,41.974899,2,0.0
TRAPSIT,1.0,0,0,0,0.02,14.8,5256.0,4.483,291.19882,44.166241,2,0.0
TRAPSIT,0.975,0,0,0,0.066,13.0,5993.0,4.489,293.62357,42.129639,2,0.0
TRAPSIT,0.0,0,0,1,1.176,35.3,5140.0,2.955,290.1488,38.513279,2,0.0
TRAPSIT,0.0,1,0,0,1.051,416.2,4705.0,2.667,285.88864,38.486858,2,0.0
TRAPSIT,0.902,0,0,0,0.023,121.2,6340.0,4.163,288.47485,40.65136,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1671,9.6,6513.0,4.02,291.17801,36.87458,2,0.0
TRAPSIT,0.0,0,1,1,0.476,37.0,10747.0,4.1,296.30716,39.117119,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,36.9452,5.5,4936.0,4.597,296.40408,39.169811,2,0.0
TRAPSIT,0.974,0,0,0,0.719,10.8,6079.0,4.059,284.66583,39.252041,2,0.0
TRAPSIT,0.0,0,0,1,1.189,8.0,6154.0,4.201,287.83432,39.214298,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0671,7.0,6148.0,4.461,288.78134,39.28825,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3023,5.9,5755.0,4.48,289.31668,39.235088,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2175,5.9,6033.0,4.218,289.8313,39.278,2,0.0
TRAPSIT,0.0,0,1,0,0.553,967.4,6160.0,4.144,292.1795,39.238621,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2723,7.1,6437.0,4.439,287.87424,40.630409,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1236,9.6,6283.0,4.453,288.85123,40.692589,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,289.32834,40.6791,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0384,5.7,6495.0,4.379,289.33835,40.62534,2,0.0
TRAPSIT,0.2967892095357591,0,1,0,1.2503,240.0,5109.0,4.564,289.39078,40.654781,2,0.0
TRAPSIT,0.991,0,0,0,0.063,9.7,5204.0,4.515,290.20547,40.66993,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.4364,7.6,3978.0,4.642,291.36411,40.626881,2,0.0
TRAPSIT,0.0,0,1,1,1.294,297.8,4878.0,2.745,296.6781,40.649029,2,0.0
TRAPSIT,0.994,0,0,0,0.154,10.4,5595.0,4.562,288.12735,41.952801,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.3694,21.3,6060.0,4.509,290.15829,41.98978,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1452,8.2,5750.0,4.538,290.20068,41.946289,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0878,10.9,4954.0,3.408,290.21606,41.954571,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,291.71484,41.932499,2,0.0
TRAPSIT,0.0,0,1,0,0.878,2291.1,6082.0,4.385,292.71802,41.922459,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1903,6.1,4514.0,4.621,292.79022,41.948639,2,0.0
TRAPSIT,0.0,1,0,1,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,293.0798,41.94772,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.5497,9.8,5040.0,2.681,291.69196,36.881409,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1485,5.7,6233.0,3.951,291.94852,36.95208,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0283,8.3,6164.0,4.117,290.75626,37.089809,2,0.0
TRAPSIT,0.0,0,0,1,0.98,13.9,6606.0,4.071,291.32748,37.126701,2,0.0
TRAPSIT,0.0,0,1,0,1.059,607.5,6095.0,4.371,292.29431,37.26173,2,0.0
TRAPSIT,0.523,0,0,0,0.051,8.6,4848.0,4.581,290.87305,37.362179,2,0.0
TRAPSIT,0.0,0,1,0,1.179,30.5,6198.0,4.069,291.91556,37.322578,2,0.0
TRAPSIT,0.998,0,0,0,0.09,220.5,3386.0,4.81,292.57986,37.376411,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2697,11.3,6705.0,4.328,293.24701,39.236691,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0826,9.1,6036.0,4.337,296.32437,39.292881,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.4579,8.4,4948.0,3.588,284.63876,39.355179,2,0.0
TRAPSIT,0.2967892095357591,1,0,1,0.3516,7.1,4256.0,4.635,285.18643,39.357288,2,0.0
TRAPSIT,0.0,0,0,1,0.115,22.2,5242.0,4.556,286.37234,39.3423,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,286.5657,39.38969,2,0.0
TRAPSIT,0.0,0,1,0,1.271,36.7,6513.0,2.782,289.23367,39.38652,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2764,6.5,5925.0,4.364,294.57065,39.331402,2,0.0
TRAPSIT,0.0,1,0,1,0.303,12.6,5869.0,4.513,297.51108,40.61908,2,0.0
TRAPSIT,0.0,1,0,0,0.026,25.3,5841.0,4.278,297.56931,40.619637,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1313,11.2,5186.0,3.273,288.87198,40.767059,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.02,9.5,4970.0,2.989,289.29504,40.71674,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.4046,7.3,5790.0,4.479,290.43491,40.777241,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,295.62753,40.706249,2,0.0
TRAPSIT,1.0,0,0,0,0.344,11.6,6535.0,4.373,296.50043,40.72123,2,0.0
TRAPSIT,0.0,0,1,0,1.016,930.8,5896.0,4.518,293.33401,41.937321,2,0.0
TRAPSIT,0.962,0,0,0,0.151,8.1,5374.0,4.495,297.42578,41.932991,2,0.0
TRAPSIT,0.0,0,1,0,0.475,4630.1,6047.0,3.789,297.54156,41.950901,1,1.0
TRAPSIT,0.2967892095357591,1,0,0,0.2091,6.5,5838.0,4.529,298.53922,41.986961,2,0.0
TRAPSIT,0.0,0,0,0,0.014,10.9,6392.0,3.967,288.28122,42.072079,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.7156,6.0,6158.0,4.431,289.72461,42.00605,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0457,25.2,6173.0,4.447,290.08987,42.076111,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.108,9.2,5324.0,4.551,292.41116,42.039478,2,0.0
TRAPSIT,0.0,1,0,0,0.792,20.1,6235.0,3.801,290.50565,37.459011,2,0.0
TRAPSIT,0.2967892095357591,0,0,1,0.0465,9.0,5873.0,3.96,291.55548,37.44516,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.8425,7.9,5822.0,4.449,292.48621,37.404339,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,291.06418,37.535751,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.1063,6.2,6276.0,4.456,292.10245,37.56691,2,0.0
TRAPSIT,0.0,1,0,1,1.198,133.3,4994.0,4.62,292.54315,37.555759,2,0.0
TRAPSIT,0.0,1,0,0,0.978,31.1,5977.0,4.462,291.96451,37.60878,2,0.0
TRAPSIT,0.0,0,1,0,0.968,432.5,5872.0,4.474,292.02686,37.600651,2,0.0
TRAPSIT,0.0,0,1,0,2.375,148.9,5747.0,4.542,294.85513,39.30534,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2423,9.3,5024.0,3.241,295.87695,39.336391,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,296.01428,39.35688,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2377,12.4,5015.0,3.429,285.34329,39.413849,2,0.0
TRAPSIT,0.0,0,1,0,1.181,6485.8,6351.0,4.126,291.69095,39.425442,1,1.0
TRAPSIT,0.0,0,1,0,0.004,1107.1,6582.0,4.069,292.11526,39.49855,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0916,11.9,5392.0,4.557,286.85861,39.592579,2,0.0
TRAPSIT,0.0,0,1,0,0.813,368.9,6267.0,4.431,289.07651,39.570438,2,0.0
TRAPSIT,0.935,0,1,0,0.731,22.8,7479.0,4.162,298.91757,40.716961,2,0.0
TRAPSIT,0.0,0,1,1,1.219,103.6,5088.0,3.502,299.33298,40.714352,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3813,8.4,5096.0,3.007,285.63928,40.84763,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.6314,5.5,6185.0,3.878,286.04263,40.860291,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2147,6.8,6210.0,4.45,289.39359,40.896339,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3316,6.3,6137.0,4.457,290.76614,40.881691,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.4834,5.9,5953.0,4.314,292.76889,40.816181,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.8152,8.3,6028.0,4.241,293.47052,42.0965,2,0.0
TRAPSIT,0.0,1,0,0,0.965,142.4,7663.0,4.087,293.64468,42.033489,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.362,9.2,6295.0,4.091,293.80481,42.026001,2,0.0
TRAPSIT,0.0,0,0,1,0.173,14.3,5799.0,4.539,294.51157,42.090149,2,0.0
TRAPSIT,0.0,0,0,0,0.93,1073.3,5268.0,4.475,298.64252,42.092831,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,298.98239,42.082619,2,0.0
TRAPSIT,0.982,0,0,0,0.028,8.1,5597.0,4.418,286.52942,42.167511,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.2907,6.1,5040.0,4.652,287.21124,42.107719,2,0.0
TRAPSIT,0.0,1,0,1,1.189,83.4,6032.0,4.358,292.97159,37.65733,2,0.0
TRAPSIT,0.997,0,0,0,0.306,11.5,6306.0,4.426,293.22018,37.610699,2,0.0
TRAPSIT,0.0,0,1,0,0.038,135.6,4818.0,3.125,290.20993,37.725979,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2541,8.2,4386.0,4.629,290.24103,37.785221,2,0.0
TRAPSIT,0.0,1,0,0,0.019,7.0,5398.0,4.375,290.31512,37.742451,2,0.0
TRAPSIT,0.2967892095357591,0,0,1,0.707,23.4,7377.0,3.876,293.41391,37.799492,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.324,4.0,3984.0,1.461,286.0947,37.846722,2,0.0
TRAPSIT,0.0,0,0,1,0.026,78.5,4477.0,2.633,290.17807,37.852039,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.993904281767956,280.2752762430939,5763.062845303867,4.199489640883978,290.14111,39.532299,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.7455,12.0,6749.0,3.905,291.68643,39.510571,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.3892,5.7,6553.0,4.41,293.1196,39.562302,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,1.0046,8.4,6397.0,4.508,293.40259,39.567131,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.2852,5.6,5465.0,4.6,293.51175,39.528271,2,0.0
TRAPSIT,0.898,0,0,0,0.307,7.1,5557.0,4.5,295.1868,39.575691,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.0118,15.1,6440.0,4.355,296.4227,39.579391,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.0606,6.0,6188.0,4.42,292.98447,40.813019,2,0.0
TRAPSIT,0.0,0,1,1,0.112,61.3,4745.0,2.425,299.19092,40.822639,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.054,8.0,6478.0,4.29,299.28336,40.834389,2,0.0
TRAPSIT,0.0,0,1,1,0.002,53.6,4608.0,4.559,299.70837,40.864239,2,0.0
TRAPSIT,0.0,0,1,0,1.202,23.3,5780.0,4.438,299.71024,40.87804,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5101,6.9,5120.0,4.628,283.92465,40.968391,2,0.0
TRAPSIT,0.2967892095357591,0,0,0,0.1379,7.9,4895.0,4.609,289.22729,40.94949,2,0.0
TRAPSIT,0.2967892095357591,1,0,0,0.5034,6.9,6425.0,4.331,289.59616,40.92783,2,0.0
TRAPSIT,0.0,0,1,0,1.032,2629.0,6185.0,4.49,293.99109,42.26086,2,0.0
TRAPSIT,0.999,0,0,0,0.674,220.6,6108.0,4.471,298.64493,42.285831,2,0.0
TRAPSIT,0.0,0,1,0,0.016,10.0,3746.0,4.775,292.36017,42.38184,2,0.0
TRAPSIT,0.884,0,0,0,0.053,8.6,5269.0,4.567,293.66772,42.320541,2,0.0
